DPTO;ANO;CATENFER;ENFERMEDAD;y;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X50;X51;X52;X53;X54;X55;X56;X57;X58;X59;X60;X61;X62;X63;X64;X65;X66;X67;X68;X69
5;2011;Enfermedades Infecciosas;Meningitis;0,065979599;1;0;0;1;0;0;0;0;0;0,2;0,2;0,6;0,2;0,2;0;0;0,4;0;0;0,6;0;0;0;1;0;0;5601806;14580905,97;15137;820;1254;24782;1383;284;286;8353;980;2430;203;23;11;22;10;9;1;0;0;0;40;1;57;541;20;3;15;3;14;25;22;9;347;0;77;478;0;0;0;0;0
5;2011;Enfermedades Infecciosas;Meningitis Debida A Otras Causas Y A Causas Sin Especificar  (Incluye Aracnoiditis  Leptomeningitis  Meningitis Y Paquimeningitis  Debidas A Otras Causas Y A Causas Sin Especificar ;0,02639184;1;0;0;1;0;0;0;0;0;0,5;0,5;0;0,5;0;0;0;0,5;0;0;0,5;0;0,5;0;1;0;0;5601806;14580905,97;15137;820;1254;24782;1383;284;286;8353;980;2430;203;23;11;22;10;9;1;0;0;0;40;1;57;541;20;3;15;3;14;25;22;9;347;0;77;478;0;0;0;0;0
5;2011;Enfermedades Infecciosas;Septicemia;0,131959198;1;0;0;1;0;0;0;0;0;0,6;0,1;0,3;0,4;0,1;0;0;0,2;0;0,3;0;0,1;0,1;0;1;0;0;5601806;14580905,97;15137;820;1254;24782;1383;284;286;8353;980;2430;203;23;11;22;10;9;1;0;0;0;40;1;57;541;20;3;15;3;14;25;22;9;347;0;77;478;0;0;0;0;0
5;2011;Enfermedades Neurologicas;Epilepsia;0,092371439;0,714285714;0;0,285714286;0,571428571;0;0,285714286;0,142857143;0;0;0,714285714;0;0,285714286;0,285714286;0;0;0;0,285714286;0,142857143;0,142857143;0,428571429;0;0;0;0,571428571;0,428571429;0;5601806;14580905,97;15137;820;1254;24782;1383;284;286;8353;980;2430;203;23;11;22;10;9;1;0;0;0;40;1;57;541;20;3;15;3;14;25;22;9;347;0;77;478;0;0;0;0;0
5;2011;Enfermedades Nutricionales, Endocrinas Y Metabolicas;Enfermedades Del Apendice;0,01319592;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5601806;14580905,97;15137;820;1254;24782;1383;284;286;8353;980;2430;203;23;11;22;10;9;1;0;0;0;40;1;57;541;20;3;15;3;14;25;22;9;347;0;77;478;0;0;0;0;0
5;2011;Enfermedades Respiratorias;Todas Las Enfermedades Respiratorias (Excl  Neumonia/Gripe);0,316702076;0,833333333;0,041666667;0,125;0,666666667;0;0,208333333;0;0,083333333;0,041666667;0,625;0,041666667;0,333333333;0,291666667;0,125;0;0;0,083333333;0,083333333;0,166666667;0,333333333;0;0;0,041666667;0,75;0,25;0;5601806;14580905,97;15137;820;1254;24782;1383;284;286;8353;980;2430;203;23;11;22;10;9;1;0;0;0;40;1;57;541;20;3;15;3;14;25;22;9;347;0;77;478;0;0;0;0;0
5;2012;Canceres;Linfoma No Hodgkin (Lnh);0,051970325;1;0;0;1;0;0;0;0;0;0,75;0;0,25;0;0;0;0;0;0,25;0;0;0;0;0,25;1;0;0;5639730;15552451,16;16056;836;1323;26592;1375;284;304;8827;1117;2702;204;23;11;22;10;9;1;0;0;0;40;1;60;579;25;3;17;4;17;31;24;11;393;0;78;505;0;0;0;0;0
5;2012;Canceres;Tumores Del Sistema Nervioso Central (Snc);0,012992581;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5639730;15552451,16;16056;836;1323;26592;1375;284;304;8827;1117;2702;204;23;11;22;10;9;1;0;0;0;40;1;60;579;25;3;17;4;17;31;24;11;393;0;78;505;0;0;0;0;0
5;2012;Canceres;Tumores Malignos De Los Organos Digestivos;0,012992581;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5639730;15552451,16;16056;836;1323;26592;1375;284;304;8827;1117;2702;204;23;11;22;10;9;1;0;0;0;40;1;60;579;25;3;17;4;17;31;24;11;393;0;78;505;0;0;0;0;0
5;2012;Ciertas Afecciones Originadas En El Periodo Perinatal;Complicaciones Del Periodo Perinatal ;4,41747762;0,95;0,008823529;0,041176471;0,9;0,005882353;0,041176471;0;0,017647059;0,029411765;0,732352941;0,038235294;0,223529412;0,238235294;0,167647059;0,002941176;0;0,255882353;0,141176471;0,205882353;0,426470588;0,061764706;0,064705882;0,041176471;0,938235294;0,058823529;0,002941176;5639730;15552451,16;16056;836;1323;26592;1375;284;304;8827;1117;2702;204;23;11;22;10;9;1;0;0;0;40;1;60;579;25;3;17;4;17;31;24;11;393;0;78;505;0;0;0;0;0
5;2012;Ciertas Afecciones Originadas En El Periodo Perinatal;Malformaciones Congenitas Del Sistema Circulatorio;1,442176517;0,945945946;0,018018018;0,036036036;0,864864865;0,009009009;0,09009009;0;0,018018018;0,009009009;0,720720721;0,063063063;0,198198198;0,243243243;0,135135135;0,009009009;0;0,126126126;0,207207207;0,162162162;0,306306306;0,063063063;0,036036036;0,036036036;0,945945946;0,054054054;0;5639730;15552451,16;16056;836;1323;26592;1375;284;304;8827;1117;2702;204;23;11;22;10;9;1;0;0;0;40;1;60;579;25;3;17;4;17;31;24;11;393;0;78;505;0;0;0;0;0
5;2012;Enfermedades Del Sistema Circulatorio;Enfermedades Cerebrovasculares;0,038977744;0,666666667;0;0,333333333;0,666666667;0;0,333333333;0;0;0;0,666666667;0;0,333333333;0,333333333;0;0;0;0,333333333;0;0,666666667;0;0;0;0;0,666666667;0,333333333;0;5639730;15552451,16;16056;836;1323;26592;1375;284;304;8827;1117;2702;204;23;11;22;10;9;1;0;0;0;40;1;60;579;25;3;17;4;17;31;24;11;393;0;78;505;0;0;0;0;0
5;2012;Enfermedades Genitourinarias;Enfermedad Renal Tubulointersticial;0,051970325;1;0;0;0,75;0;0,25;0;0;0;0,5;0;0,5;0,25;0,25;0,25;0;0;0;0;0,25;0;0;0;0,75;0,25;0;5639730;15552451,16;16056;836;1323;26592;1375;284;304;8827;1117;2702;204;23;11;22;10;9;1;0;0;0;40;1;60;579;25;3;17;4;17;31;24;11;393;0;78;505;0;0;0;0;0
5;2012;Enfermedades Genitourinarias;Nefritis Y Nefrosis;0,012992581;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5639730;15552451,16;16056;836;1323;26592;1375;284;304;8827;1117;2702;204;23;11;22;10;9;1;0;0;0;40;1;60;579;25;3;17;4;17;31;24;11;393;0;78;505;0;0;0;0;0
5;2012;Enfermedades Infecciosas;Meningitis;0,025985162;1;0;0;0,5;0;0;0;0,5;0;0,5;0;0,5;0;0;0;0;0;0,5;0;0;0;0;0;1;0;0;5639730;15552451,16;16056;836;1323;26592;1375;284;304;8827;1117;2702;204;23;11;22;10;9;1;0;0;0;40;1;60;579;25;3;17;4;17;31;24;11;393;0;78;505;0;0;0;0;0
5;2012;Enfermedades Infecciosas;Meningitis Debida A Otras Causas Y A Causas Sin Especificar  (Incluye Aracnoiditis  Leptomeningitis  Meningitis Y Paquimeningitis  Debidas A Otras Causas Y A Causas Sin Especificar ;0,038977744;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0,333333333;0;0;0;0;0;1;0;0;5639730;15552451,16;16056;836;1323;26592;1375;284;304;8827;1117;2702;204;23;11;22;10;9;1;0;0;0;40;1;60;579;25;3;17;4;17;31;24;11;393;0;78;505;0;0;0;0;0
5;2012;Enfermedades Infecciosas;Septicemia;0,168903556;0,923076923;0;0,076923077;0,923076923;0;0;0;0;0,076923077;0,846153846;0,076923077;0,076923077;0,230769231;0;0;0;0,230769231;0,230769231;0,230769231;0,384615385;0,076923077;0;0;1;0;0;5639730;15552451,16;16056;836;1323;26592;1375;284;304;8827;1117;2702;204;23;11;22;10;9;1;0;0;0;40;1;60;579;25;3;17;4;17;31;24;11;393;0;78;505;0;0;0;0;0
5;2012;Enfermedades Infecciosas;Tuberculosis Y Secuelas De Tuberculosis;0,025985162;1;0;0;0,5;0;0,5;0;0;0;1;0;0;0;0,5;0;0;0;0,5;0,5;0;0,5;0;0;0,5;0,5;0;5639730;15552451,16;16056;836;1323;26592;1375;284;304;8827;1117;2702;204;23;11;22;10;9;1;0;0;0;40;1;60;579;25;3;17;4;17;31;24;11;393;0;78;505;0;0;0;0;0
5;2012;Enfermedades Neurologicas;Epilepsia;0,025985162;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0,5;0,5;0;5639730;15552451,16;16056;836;1323;26592;1375;284;304;8827;1117;2702;204;23;11;22;10;9;1;0;0;0;40;1;60;579;25;3;17;4;17;31;24;11;393;0;78;505;0;0;0;0;0
5;2012;Enfermedades Nutricionales, Endocrinas Y Metabolicas;Enfermedades Del Apendice;0,012992581;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5639730;15552451,16;16056;836;1323;26592;1375;284;304;8827;1117;2702;204;23;11;22;10;9;1;0;0;0;40;1;60;579;25;3;17;4;17;31;24;11;393;0;78;505;0;0;0;0;0
5;2012;Enfermedades Nutricionales, Endocrinas Y Metabolicas;Trastornos De Otras Glandulas Endocrinas;0,012992581;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;5639730;15552451,16;16056;836;1323;26592;1375;284;304;8827;1117;2702;204;23;11;22;10;9;1;0;0;0;40;1;60;579;25;3;17;4;17;31;24;11;393;0;78;505;0;0;0;0;0
5;2012;Enfermedades Respiratorias;Todas Las Enfermedades Respiratorias (Excl  Neumonia/Gripe);0,337807112;0,961538462;0;0,038461538;0,692307692;0;0,230769231;0;0,038461538;0;0,653846154;0,076923077;0,269230769;0,269230769;0;0;0;0,038461538;0,038461538;0,115384615;0,192307692;0;0,076923077;0;0,615384615;0,384615385;0;5639730;15552451,16;16056;836;1323;26592;1375;284;304;8827;1117;2702;204;23;11;22;10;9;1;0;0;0;40;1;60;579;25;3;17;4;17;31;24;11;393;0;78;505;0;0;0;0;0
5;2013;Canceres;Leucemia Linfoide Aguda (Lla);0,067381812;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5684943;16425657,1;15537;868;1342;26680;1258;286;329;9400;1156;3147;207;27;11;24;10;9;1;1;0;0;43;1;62;597;28;3;20;4;20;34;24;11;438;0;87;512;15;16;33;31;33
5;2013;Canceres;Linfoma No Hodgkin (Lnh);0,067381812;1;0;0;1;0;0;0;0;0;0,8;0;0,2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5684943;16425657,1;15537;868;1342;26680;1258;286;329;9400;1156;3147;207;27;11;24;10;9;1;1;0;0;43;1;62;597;28;3;20;4;20;34;24;11;438;0;87;512;15;16;33;31;33
5;2013;Canceres;Tumores Del Sistema Nervioso Central (Snc);0,040429087;1;0;0;0,666666667;0;0,333333333;0;0;0;0,333333333;0,333333333;0,333333333;0;0,333333333;0;0;0;0;0,333333333;0;0;0;0;1;0;0;5684943;16425657,1;15537;868;1342;26680;1258;286;329;9400;1156;3147;207;27;11;24;10;9;1;1;0;0;43;1;62;597;28;3;20;4;20;34;24;11;438;0;87;512;15;16;33;31;33
5;2013;Canceres;Tumores Del Sistema Urinario;0,067381812;1;0;0;0,4;0;0,6;0;0;0;0,6;0,2;0,2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5684943;16425657,1;15537;868;1342;26680;1258;286;329;9400;1156;3147;207;27;11;24;10;9;1;1;0;0;43;1;62;597;28;3;20;4;20;34;24;11;438;0;87;512;15;16;33;31;33
5;2013;Ciertas Afecciones Originadas En El Periodo Perinatal;Complicaciones Del Periodo Perinatal ;4,420246887;0,960365854;0,009146341;0,030487805;0,93902439;0,00304878;0,021341463;0;0,024390244;0,009146341;0,710365854;0,054878049;0,225609756;0,268292683;0,155487805;0,009146341;0;0,228658537;0,167682927;0,195121951;0,423780488;0,06097561;0,048780488;0,030487805;0,963414634;0,036585366;0;5684943;16425657,1;15537;868;1342;26680;1258;286;329;9400;1156;3147;207;27;11;24;10;9;1;1;0;0;43;1;62;597;28;3;20;4;20;34;24;11;438;0;87;512;15;16;33;31;33
5;2013;Ciertas Afecciones Originadas En El Periodo Perinatal;Malformaciones Congenitas Del Sistema Circulatorio;1,293730796;0,979166667;0,020833333;0;0,96875;0;0,020833333;0;0,010416667;0;0,697916667;0,041666667;0,260416667;0,239583333;0,135416667;0,020833333;0;0,229166667;0,177083333;0,21875;0,40625;0,052083333;0,020833333;0,041666667;0,989583333;0,010416667;0;5684943;16425657,1;15537;868;1342;26680;1258;286;329;9400;1156;3147;207;27;11;24;10;9;1;1;0;0;43;1;62;597;28;3;20;4;20;34;24;11;438;0;87;512;15;16;33;31;33
5;2013;Enfermedades Del Sistema Circulatorio;Enfermedades Cerebrovasculares;0,067381812;1;0;0;1;0;0;0;0;0;0,8;0;0;0,2;0;0;0;0;0,2;0,2;0;0,2;0;0;1;0;0;5684943;16425657,1;15537;868;1342;26680;1258;286;329;9400;1156;3147;207;27;11;24;10;9;1;1;0;0;43;1;62;597;28;3;20;4;20;34;24;11;438;0;87;512;15;16;33;31;33
5;2013;Enfermedades Genitourinarias;Enfermedad Renal Tubulointersticial;0,026952725;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5684943;16425657,1;15537;868;1342;26680;1258;286;329;9400;1156;3147;207;27;11;24;10;9;1;1;0;0;43;1;62;597;28;3;20;4;20;34;24;11;438;0;87;512;15;16;33;31;33
5;2013;Enfermedades Infecciosas;Meningitis Debida A Otras Causas Y A Causas Sin Especificar  (Incluye Aracnoiditis  Leptomeningitis  Meningitis Y Paquimeningitis  Debidas A Otras Causas Y A Causas Sin Especificar ;0,067381812;1;0;0;1;0;0;0;0;0;0,8;0;0,2;0,2;0;0;0;0;0,2;0;0,2;0;0;0,2;1;0;0;5684943;16425657,1;15537;868;1342;26680;1258;286;329;9400;1156;3147;207;27;11;24;10;9;1;1;0;0;43;1;62;597;28;3;20;4;20;34;24;11;438;0;87;512;15;16;33;31;33
5;2013;Enfermedades Infecciosas;Septicemia;0,215621799;0,875;0,0625;0,0625;0,875;0;0,125;0;0;0;0,625;0,0625;0,3125;0,1875;0;0;0;0,1875;0,125;0,125;0,1875;0,0625;0,0625;0,125;0,8125;0,1875;0;5684943;16425657,1;15537;868;1342;26680;1258;286;329;9400;1156;3147;207;27;11;24;10;9;1;1;0;0;43;1;62;597;28;3;20;4;20;34;24;11;438;0;87;512;15;16;33;31;33
5;2013;Enfermedades Infecciosas;Tuberculosis Y Secuelas De Tuberculosis;0,026952725;1;0;0;1;0;0;0;0;0;0,5;0;0,5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5684943;16425657,1;15537;868;1342;26680;1258;286;329;9400;1156;3147;207;27;11;24;10;9;1;1;0;0;43;1;62;597;28;3;20;4;20;34;24;11;438;0;87;512;15;16;33;31;33
5;2013;Enfermedades Neurologicas;Epilepsia;0,05390545;1;0;0;0,75;0;0,25;0;0;0;0,5;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0,75;0,25;0;5684943;16425657,1;15537;868;1342;26680;1258;286;329;9400;1156;3147;207;27;11;24;10;9;1;1;0;0;43;1;62;597;28;3;20;4;20;34;24;11;438;0;87;512;15;16;33;31;33
5;2013;Enfermedades Nutricionales, Endocrinas Y Metabolicas;Diabetes;0,013476362;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5684943;16425657,1;15537;868;1342;26680;1258;286;329;9400;1156;3147;207;27;11;24;10;9;1;1;0;0;43;1;62;597;28;3;20;4;20;34;24;11;438;0;87;512;15;16;33;31;33
5;2013;Enfermedades Nutricionales, Endocrinas Y Metabolicas;Hernia;0,013476362;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5684943;16425657,1;15537;868;1342;26680;1258;286;329;9400;1156;3147;207;27;11;24;10;9;1;1;0;0;43;1;62;597;28;3;20;4;20;34;24;11;438;0;87;512;15;16;33;31;33
5;2013;Enfermedades Nutricionales, Endocrinas Y Metabolicas;Tiroides;0,013476362;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;5684943;16425657,1;15537;868;1342;26680;1258;286;329;9400;1156;3147;207;27;11;24;10;9;1;1;0;0;43;1;62;597;28;3;20;4;20;34;24;11;438;0;87;512;15;16;33;31;33
5;2013;Enfermedades Respiratorias;Todas Las Enfermedades Respiratorias (Excl  Neumonia/Gripe);0,242574524;0,888888889;0,055555556;0,055555556;0,722222222;0,055555556;0,222222222;0;0;0;0,611111111;0,111111111;0,222222222;0,166666667;0,055555556;0;0;0,222222222;0,166666667;0,222222222;0,166666667;0,055555556;0;0,055555556;0,888888889;0,111111111;0;5684943;16425657,1;15537;868;1342;26680;1258;286;329;9400;1156;3147;207;27;11;24;10;9;1;1;0;0;43;1;62;597;28;3;20;4;20;34;24;11;438;0;87;512;15;16;33;31;33
5;2014;Canceres;Leucemia Linfoide Aguda (Lla);0,105392125;1;0;0;1;0;0;0;0;0;0,5;0,125;0,375;0,125;0;0;0;0,125;0;0,125;0,125;0;0;0;1;0;0;5844189;17607116,71;16868;916;1487;29978;1258;290;358;12688;1279;7758;209;29;12;26;11;9;1;18;1;0;45;1;70;673;31;3;27;7;21;37;25;11;523;9;91;512;181;292;477;467;375
5;2014;Canceres;Linfoma No Hodgkin (Lnh);0,079044093;0,833333333;0;0,166666667;0,666666667;0;0,333333333;0;0;0;0,666666667;0;0,333333333;0;0;0;0;0;0;0;0;0;0;0;0,833333333;0,166666667;0;5844189;17607116,71;16868;916;1487;29978;1258;290;358;12688;1279;7758;209;29;12;26;11;9;1;18;1;0;45;1;70;673;31;3;27;7;21;37;25;11;523;9;91;512;181;292;477;467;375
5;2014;Canceres;Tumores Del Sistema Nervioso Central (Snc);0,026348031;1;0;0;0,5;0;0,5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5844189;17607116,71;16868;916;1487;29978;1258;290;358;12688;1279;7758;209;29;12;26;11;9;1;18;1;0;45;1;70;673;31;3;27;7;21;37;25;11;523;9;91;512;181;292;477;467;375
5;2014;Canceres;Tumores Del Sistema Urinario;0,013174016;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5844189;17607116,71;16868;916;1487;29978;1258;290;358;12688;1279;7758;209;29;12;26;11;9;1;18;1;0;45;1;70;673;31;3;27;7;21;37;25;11;523;9;91;512;181;292;477;467;375
5;2014;Canceres;Tumores Malignos De Los Organos Digestivos;0,026348031;1;0;0;0,5;0;0,5;0;0;0;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5844189;17607116,71;16868;916;1487;29978;1258;290;358;12688;1279;7758;209;29;12;26;11;9;1;18;1;0;45;1;70;673;31;3;27;7;21;37;25;11;523;9;91;512;181;292;477;467;375
5;2014;Causas Externas De Morbilidad Y De Mortalidad;Incidentes Ocurridos Al Paciente Durante La Atencion Medica Y Quirurgica;0,013174016;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;5844189;17607116,71;16868;916;1487;29978;1258;290;358;12688;1279;7758;209;29;12;26;11;9;1;18;1;0;45;1;70;673;31;3;27;7;21;37;25;11;523;9;91;512;181;292;477;467;375
5;2014;Ciertas Afecciones Originadas En El Periodo Perinatal;Complicaciones Del Periodo Perinatal ;4,518687341;0,944606414;0,014577259;0,040816327;0,924198251;0,005830904;0,049562682;0;0,011661808;0,002915452;0,725947522;0,043731778;0,2303207;0,247813411;0,148688047;0;0;0,262390671;0,151603499;0,186588921;0,425655977;0,075801749;0,052478134;0,023323615;0,930029155;0,067055394;0;5844189;17607116,71;16868;916;1487;29978;1258;290;358;12688;1279;7758;209;29;12;26;11;9;1;18;1;0;45;1;70;673;31;3;27;7;21;37;25;11;523;9;91;512;181;292;477;467;375
5;2014;Ciertas Afecciones Originadas En El Periodo Perinatal;Malformaciones Congenitas Del Sistema Circulatorio;1,014399199;0,987012987;0;0,012987013;0,974025974;0;0,025974026;0;0;0;0,844155844;0;0,155844156;0,168831169;0,12987013;0;0;0,311688312;0,142857143;0,155844156;0,376623377;0,116883117;0,025974026;0;0,987012987;0,012987013;0;5844189;17607116,71;16868;916;1487;29978;1258;290;358;12688;1279;7758;209;29;12;26;11;9;1;18;1;0;45;1;70;673;31;3;27;7;21;37;25;11;523;9;91;512;181;292;477;467;375
5;2014;Enfermedades Del Sistema Circulatorio;Enfermedades Cerebrovasculares;0,026348031;1;0;0;1;0;0;0;0;0;0,5;0;0,5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5844189;17607116,71;16868;916;1487;29978;1258;290;358;12688;1279;7758;209;29;12;26;11;9;1;18;1;0;45;1;70;673;31;3;27;7;21;37;25;11;523;9;91;512;181;292;477;467;375
5;2014;Enfermedades Genitourinarias;Enfermedad Renal Tubulointersticial;0,105392125;1;0;0;1;0;0;0;0;0;1;0;0;0,125;0;0;0;0,125;0,125;0;0,375;0;0;0;1;0;0;5844189;17607116,71;16868;916;1487;29978;1258;290;358;12688;1279;7758;209;29;12;26;11;9;1;18;1;0;45;1;70;673;31;3;27;7;21;37;25;11;523;9;91;512;181;292;477;467;375
5;2014;Enfermedades Genitourinarias;Nefritis Y Nefrosis;0,013174016;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5844189;17607116,71;16868;916;1487;29978;1258;290;358;12688;1279;7758;209;29;12;26;11;9;1;18;1;0;45;1;70;673;31;3;27;7;21;37;25;11;523;9;91;512;181;292;477;467;375
5;2014;Enfermedades Infecciosas;Meningitis;0,039522047;1;0;0;1;0;0;0;0;0;1;0;0;0,333333333;0;0;0;0,333333333;0;0,333333333;0,333333333;0;0;0;1;0;0;5844189;17607116,71;16868;916;1487;29978;1258;290;358;12688;1279;7758;209;29;12;26;11;9;1;18;1;0;45;1;70;673;31;3;27;7;21;37;25;11;523;9;91;512;181;292;477;467;375
